  DUST 1 ext
   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526
   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526
   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526
   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526   1.94526
   1.94526   1.94526   1.94526   1.94526
   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330
   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330
   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330
   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330   2.03330
   2.03330   2.03330   2.03330   2.03330
   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985
   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985
   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985
   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985   2.01985
   2.01985   2.01985   2.01985   2.01985
   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649
   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649
   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649
   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649   2.01649
   2.01649   2.01649   2.01649   2.01649
   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512
   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512
   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512
   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512   1.98512
   1.98512   1.98512   1.98512   1.98512
   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298
   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298
   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298
   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298   0.69298
   0.69298   0.69298   0.69298   0.69298
   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731
   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731
   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731
   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731   0.03731
   0.03731   0.03731   0.03731   0.03731
  DUST 1 sca
   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335
   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335
   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335
   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335   1.72335
   1.72335   1.72335   1.72335   1.72335
   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441
   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441
   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441
   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441   1.90441
   1.90441   1.90441   1.90441   1.90441
   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668
   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668
   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668
   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668   1.93668
   1.93668   1.93668   1.93668   1.93668
   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363
   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363
   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363
   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363   1.94363
   1.94363   1.94363   1.94363   1.94363
   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648
   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648
   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648
   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648   1.93648
   1.93648   1.93648   1.93648   1.93648
   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112
   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112
   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112
   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112   0.67112
   0.67112   0.67112   0.67112   0.67112
   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316
   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316
   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316   0.00316
