  SALT 1 ext
   3.17897   3.99378   4.24634   4.48175   4.72237   4.97921   5.26095   5.57653
   5.93651   6.35450   6.84907   7.44698   8.18917   9.14273  10.42767  12.28134
  15.21861  16.02014  16.92121  17.93841  19.09155  20.40482  21.90863  23.64292
  25.66279  28.04868  30.92388  34.48236  39.02001  44.94572  52.79671  63.52238
  63.52238  63.52238  63.52238  63.52238
   1.41480   1.78979   1.90599   2.01484   2.12690   2.24767   2.38180   2.53443
   2.71198   2.92317   3.18046   3.50243   3.91808   4.47476   5.25384   6.40334
   8.21413   8.70158   9.24679   9.85982  10.55342  11.34403  12.25335  13.31101
  14.55856  16.05621  17.89368  20.20720  23.20430  27.19727  32.65588  40.35828
  40.35828  40.35828  40.35828  40.35828
   0.72755   0.94684   1.01535   1.07958   1.14570   1.21686   1.29568   1.38502
   1.48836   1.61036   1.75754   1.93950   2.17113   2.47690   2.90017   3.52578
   4.54285   4.82676   5.15015   5.52134   5.95089   6.45239   7.04346   7.74713
   8.59389   9.62467  10.89546  12.48532  14.51133  17.16031  20.76306  25.98286
  25.98286  25.98286  25.98286  25.98286
   0.28579   0.38385   0.41533   0.44518   0.47623   0.50999   0.54778   0.59107
   0.64173   0.70225   0.77617   0.86873   0.98805   1.14734   1.36959   1.69826
   2.22550   2.37050   2.53451   2.72134   2.93588   3.18452   3.47575   3.82113
   4.23677   4.74582   5.38265   6.20020   7.28339   8.77436  10.92122  14.17522
  14.17522  14.17522  14.17522  14.17522
   0.10295   0.14049   0.15273   0.16441   0.17664   0.19002   0.20510   0.22252
   0.24306   0.26785   0.29845   0.33728   0.38810   0.45721   0.55589   0.70605
   0.95571   1.02594   1.10606   1.19812   1.30474   1.42931   1.57630   1.75173
   1.96381   2.22405   2.54904   2.96356   3.50611   4.24005   5.27732   6.83648
   6.83648   6.83648   6.83648   6.83648
   0.00844   0.01104   0.01189   0.01270   0.01355   0.01448   0.01553   0.01675
   0.01820   0.01995   0.02213   0.02491   0.02858   0.03363   0.04097   0.05238
   0.07200   0.07765   0.08418   0.09177   0.10069   0.11126   0.12397   0.13943
   0.15855   0.18263   0.21361   0.25452   0.31026   0.38923   0.50685   0.69404
   0.69404   0.69404   0.69404   0.69404
   0.00528   0.01790   0.02189   0.02565   0.02951   0.03366   0.03824   0.04342
   0.04937   0.05634   0.06466   0.07481   0.08748   0.10380   0.12561   0.15620
   0.20220   0.21432   0.22778   0.24284   0.25977   0.27895   0.30088   0.32616
   0.35564   0.39044   0.43216   0.48306   0.54653   0.62790   0.73592   0.88625
   0.88625   0.88625   0.88625   0.88625
  SALT 1 sca
   3.17897   3.99378   4.24634   4.48175   4.72237   4.97921   5.26095   5.57653
   5.93651   6.35450   6.84907   7.44698   8.18917   9.14273  10.42767  12.28134
  15.21861  16.02014  16.92121  17.93841  19.09155  20.40482  21.90863  23.64292
  25.66279  28.04868  30.92388  34.48236  39.02001  44.94572  52.79671  63.52238
  63.52238  63.52238  63.52238  63.52238
   1.41480   1.78979   1.90599   2.01484   2.12690   2.24767   2.38180   2.53443
   2.71198   2.92317   3.18046   3.50243   3.91808   4.47476   5.25384   6.40334
   8.21413   8.70158   9.24679   9.85982  10.55342  11.34403  12.25335  13.31101
  14.55856  16.05621  17.89368  20.20720  23.20430  27.19727  32.65588  40.35828
  40.35828  40.35828  40.35828  40.35828
   0.72755   0.94684   1.01535   1.07958   1.14570   1.21686   1.29568   1.38502
   1.48836   1.61036   1.75754   1.93950   2.17113   2.47690   2.90017   3.52578
   4.54285   4.82676   5.15015   5.52134   5.95089   6.45239   7.04346   7.74713
   8.59389   9.62467  10.89546  12.48532  14.51133  17.16031  20.76306  25.98286
  25.98286  25.98286  25.98286  25.98286
   0.28579   0.38385   0.41533   0.44518   0.47623   0.50999   0.54778   0.59107
   0.64173   0.70225   0.77617   0.86873   0.98805   1.14734   1.36959   1.69826
   2.22550   2.37050   2.53451   2.72134   2.93588   3.18452   3.47575   3.82113
   4.23677   4.74582   5.38265   6.20020   7.28339   8.77436  10.92122  14.17522
  14.17522  14.17522  14.17522  14.17522
   0.10271   0.14024   0.15247   0.16415   0.17638   0.18975   0.20484   0.22225
   0.24279   0.26757   0.29818   0.33700   0.38781   0.45692   0.55558   0.70573
   0.95538   1.02561   1.10573   1.19779   1.30440   1.42896   1.57595   1.75138
   1.96345   2.22368   2.54866   2.96317   3.50571   4.23963   5.27687   6.83600
   6.83600   6.83600   6.83600   6.83600
   0.00643   0.00888   0.00969   0.01047   0.01128   0.01218   0.01319   0.01437
   0.01577   0.01747   0.01959   0.02230   0.02588   0.03083   0.03802   0.04924
   0.06857   0.07415   0.08060   0.08810   0.09691   0.10737   0.11994   0.13525
   0.15420   0.17807   0.20880   0.24940   0.30476   0.38324   0.50021   0.68648
   0.68648   0.68648   0.68648   0.68648
   0.00000   0.00000   0.00000   0.00001   0.00001   0.00001   0.00001   0.00001
   0.00001   0.00001   0.00001   0.00001   0.00001   0.00001   0.00001   0.00002
   0.00002   0.00002   0.00002   0.00002   0.00003   0.00003   0.00003   0.00004
   0.00004   0.00005   0.00005   0.00006   0.00008   0.00010   0.00012   0.00017
   0.00017   0.00017   0.00017   0.00017
  SALT 1 asy
   0.51706   0.55548   0.56412   0.57119   0.57758   0.58363   0.58951   0.59535
   0.60125   0.60734   0.61379   0.62088   0.62905   0.63905   0.65208   0.66993
   0.69426   0.69989   0.70571   0.71167   0.71774   0.72384   0.72995   0.73603
   0.74211   0.74827   0.75468   0.76164   0.76941   0.77804   0.78741   0.79752
   0.79752   0.79752   0.79752   0.79752
   0.31211   0.35802   0.37110   0.38286   0.39447   0.40643   0.41904   0.43257
   0.44725   0.46329   0.48091   0.50026   0.52143   0.54426   0.56828   0.59256
   0.61614   0.62081   0.62552   0.63033   0.63534   0.64065   0.64644   0.65290
   0.66030   0.66895   0.67917   0.69116   0.70491   0.71993   0.73533   0.75040
   0.75040   0.75040   0.75040   0.75040
   0.20095   0.23024   0.23881   0.24664   0.25449   0.26273   0.27163   0.28143
   0.29242   0.30495   0.31945   0.33654   0.35702   0.38201   0.41306   0.45218
   0.50130   0.51237   0.52381   0.53558   0.54758   0.55973   0.57191   0.58397
   0.59575   0.60715   0.61811   0.62876   0.63952   0.65132   0.66582   0.68536
   0.68536   0.68536   0.68536   0.68536
   0.12134   0.13830   0.14324   0.14775   0.15226   0.15700   0.16211   0.16775
   0.17408   0.18131   0.18973   0.19972   0.21186   0.22700   0.24653   0.27283
   0.31032   0.31982   0.33020   0.34158   0.35411   0.36794   0.38328   0.40032
   0.41932   0.44048   0.46402   0.49002   0.51830   0.54824   0.57850   0.60709
