  NITR 1 ext
   6.02555   7.30874   7.92768   8.54895   9.18698   9.85687  10.38813  11.12264
  11.90522  12.72627  13.57852  14.47123  15.17235  16.13567  17.14034  18.44349
  19.80489  20.08519  20.36681  20.64928  20.93495  21.22325  21.80705  22.10250
  22.70034  23.00269  23.61428  24.23474  25.18231  25.82570  26.80936  28.14929
  29.17083  30.92049  33.08688  37.20183
   4.83988   5.84334   6.31702   6.82536   7.37393   7.96715   8.43704   9.09445
   9.78695  10.51808  11.29206  12.10176  12.73570  13.61482  14.53111  15.72658
  16.97700  17.23392  17.49339  17.75526  18.01965  18.28651  18.82752  19.10135
  19.65498  19.93500  20.50215  21.07894  21.96263  22.56255  23.48074  24.73759
  25.70466  27.36422  29.42888  33.42739
   3.83608   4.65973   5.05076   5.46913   5.92236   6.41166   6.80302   7.35558
   7.94239   8.56409   9.22249   9.91910  10.46606  11.22768  12.02772  13.08113
  14.19395  14.42326  14.65487  14.88900  15.12554  15.36424  15.84924  16.09542
  16.59412  16.84723  17.36079  17.88416  18.68754  19.23509  20.07383  21.22542
  22.11465  23.64529  25.56175  29.29947
   2.72467   3.33663   3.63241   3.95376   4.30260   4.67906   4.97925   5.40230
   5.85405   6.33539   6.84801   7.39268   7.82231   8.42398   9.06004   9.90361
  10.80250  10.98910  11.17773  11.36856  11.56170  11.75715  12.15490  12.35722
  12.76874  12.97796  13.40333  13.83799  14.50749  14.96556  15.67039  16.64355
  17.39851  18.70466  20.35169  23.59686
   1.77331   2.19648   2.39891   2.61949   2.85987   3.12114   3.33109   3.63090
   3.95429   4.30211   4.67532   5.07472   5.39195   5.83898   6.31407   6.94860
   7.62953   7.77142   7.91523   8.06097   8.20867   8.35831   8.66352   8.81909
   9.13624   9.29784   9.62712   9.96455  10.48614  10.84428  11.39729  12.16437
  12.76230  13.80211  15.12288  17.75505
   0.38845   0.49519   0.54815   0.60686   0.67174   0.74324   0.80146   0.88558
   0.97753   1.07780   1.18687   1.30523   1.40041   1.53625   1.68277   1.88172
   2.09917   2.14497   2.19155   2.23894   2.28712   2.33612   2.43659   2.48807
